date,AWU,AXC,BGN,BMG,CHWK,CUU,DLVY,DVRL,EHH,EUZ,EXY,EZVY,FJKV,FJZC,FRCE,FSVO,HECP,HER,HESC,HRVC,HXX,IEZI,IOV,IRX,IYPP,JMS,JWDV,JXAN,KEQ,KER,KGO,KSR,KTVL,KUAQ,LJGB,LMLK,MEF,MHNG,MTZB,NDQC,NEGH,NKP,NSLG,NZSR,OBAK,OCG,OKK,OLE,OWKQ,OZI,OZMT,PDX,PQCE,PSWA,PUO,PYTC,QEBK,RALO,RLZA,RPEZ,RQG,RVWV,RZW,SEBI,SGVQ,SIP,SLRR,SXQ,TGXX,TQKA,TRE,TUMH,UAIG,UFT,UTQ,UZS,VBB,VCXW,VDHJ,VHE,VLOZ,WFS,WHMG,WNE,WOXI,XAU,XBN,XJJI,XSOQ,XWR,XYCJ,XZFM,YPDA,ZEA,ZGL,ZOE,ZWH,ZWNG,ZXGV,ZZQB
2015-12-08,192.78,136.08,194.83,132.94,214.53,213.11,611.6,95.91,283.3,177.16,1067.36,457.65,75.04,294.77,102.72,211.34,514.38,333.93,67.32,,387.77,365.92,667.85,62.13,112.03,263.84,362.28,702.5,86.04,131.19,125.52,229.74,137.7,401.73,272.26,233.73,332.72,189.49,88.18,957.29,230.17,179.99,385.88,93.06,154.04,463.7,57.74,168.85,474.74,140.58,394.55,217.0,1431.11,359.92,184.84,236.97,78.3,238.23,82.29,210.54,761.23,25.42,65.99,1363.38,97.6,195.33,179.29,268.46,390.15,240.84,261.04,247.63,824.97,510.38,138.8,375.55,211.6,180.77,118.02,416.91,383.21,301.71,123.61,284.07,168.38,89.57,148.13,140.63,118.73,260.16,87.57,455.5,78.72,107.17,72.24,75.35,312.21,255.25,201.34,191.7
2015-12-09,186.82,135.61,193.75,130.97,205.76,209.35,605.14,96.37,282.21,176.91,1125.81,452.36,75.11,292.62,100.4,208.82,501.81,325.79,66.41,,374.45,350.68,685.38,61.48,112.34,262.37,360.77,687.15,85.72,130.55,125.87,227.05,136.84,396.49,271.72,227.71,328.93,187.98,87.9,953.89,228.13,178.78,387.09,92.01,152.81,458.06,57.43,166.73,463.31,140.89,386.59,215.1,1418.81,355.16,185.54,236.44,77.19,235.66,80.85,208.29,751.33,26.35,65.42,1325.07,96.98,194.15,177.31,268.32,384.59,238.55,260.29,244.75,834.47,506.01,134.72,368.21,211.43,180.53,116.24,417.11,380.27,293.98,121.71,273.91,168.27,88.46,146.43,140.15,118.35,251.95,86.64,431.22,78.91,106.89,72.75,74.96,312.63,255.09,200.59,192.29
2015-12-10,188.64,137.41,193.73,131.5,208.08,208.46,600.39,96.25,288.03,177.17,1132.69,449.74,74.19,280.52,99.67,211.3,501.13,324.13,67.1,,377.13,348.08,674.35,61.53,114.23,264.54,368.58,699.5,86.4,130.94,127.38,223.24,136.38,398.36,267.43,227.09,330.43,182.54,88.23,964.29,229.14,180.73,386.55,92.9,154.1,456.38,56.54,169.64,469.43,138.43,384.79,213.12,1405.76,358.13,185.05,237.68,77.39,231.79,82.6,204.39,756.56,27.88,65.57,1338.42,94.53,195.29,177.8,270.39,386.42,238.54,260.27,245.05,876.19,501.85,138.26,368.09,210.15,180.8,116.19,417.14,380.86,291.53,121.4,272.44,166.07,88.34,146.69,138.79,117.61,250.87,88.09,438.69,79.13,106.83,71.66,74.21,314.23,255.07,201.39,192.46
2015-12-11,182.46,134.29,191.28,127.43,205.01,203.32,587.96,92.73,272.49,174.3,1072.55,443.9,74.07,279.29,101.99,206.76,506.28,313.56,65.21,,364.49,342.35,660.37,61.08,110.47,261.87,360.14,666.35,84.21,127.87,124.81,221.71,130.8,402.62,268.63,220.44,323.9,183.37,85.52,954.91,225.67,179.13,382.74,91.42,148.31,459.95,53.96,165.89,461.81,143.78,376.87,213.45,1397.39,355.13,181.34,236.86,75.69,230.18,80.16,205.11,736.15,26.11,64.45,1306.48,95.56,190.13,176.95,267.69,381.32,229.79,257.95,242.76,859.47,494.26,136.7,361.66,207.46,178.65,115.01,407.13,376.05,284.55,121.1,269.29,164.86,87.47,143.54,138.94,116.72,241.5,87.28,433.19,74.78,104.18,70.89,73.06,311.96,254.02,197.54,186.15
2015-12-14,179.31,135.82,192.43,129.17,206.12,200.36,591.51,93.2,273.42,173.49,1043.27,446.01,72.74,280.25,104.2,208.83,504.44,311.89,65.67,,359.98,335.82,654.95,59.79,111.41,265.46,358.4,666.93,83.74,127.93,128.16,223.95,131.29,412.94,273.15,222.14,318.48,183.01,84.45,961.78,227.91,178.08,384.98,92.62,138.45,464.92,52.88,165.23,470.15,141.3,381.71,214.43,1416.71,357.78,183.18,240.61,76.74,232.72,82.26,204.78,743.28,24.62,65.36,1297.98,96.36,189.86,176.12,267.67,384.82,231.25,259.09,249.88,847.29,498.86,133.99,366.2,208.32,180.1,116.34,412.1,380.84,285.2,120.96,271.33,166.55,88.2,144.07,139.13,113.96,233.74,86.29,435.86,70.53,102.18,71.0,73.97,313.11,255.46,197.97,183.31
2015-12-15,177.68,138.83,193.25,129.39,209.36,204.66,591.78,93.39,283.1,179.24,1063.36,454.85,73.06,282.76,104.6,209.54,512.6,314.47,68.38,,361.7,340.84,675.23,60.77,112.63,266.33,367.7,685.78,85.44,130.23,132.14,223.05,133.92,411.21,276.69,224.53,322.2,185.08,84.44,978.14,230.18,178.84,385.99,93.26,145.1,471.75,54.93,172.45,469.61,147.21,383.46,215.65,1418.16,364.32,182.57,241.56,77.2,235.33,85.49,207.27,757.69,25.15,66.41,1292.97,97.65,190.14,177.52,269.11,380.81,229.07,258.4,253.7,837.33,501.5,138.64,369.51,211.8,182.84,118.36,411.02,374.33,289.3,122.54,275.02,170.3,90.78,148.74,139.74,115.87,234.17,88.71,435.25,71.25,101.87,71.91,74.43,319.82,261.45,201.29,184.12
2015-12-16,179.61,142.98,196.71,131.09,212.22,207.32,604.45,91.04,272.21,182.34,1084.54,466.32,74.31,290.97,107.4,212.9,509.06,317.61,69.15,,365.99,343.52,686.32,60.49,114.82,270.23,381.2,698.78,86.34,132.57,128.14,228.64,138.16,420.98,280.95,226.66,325.84,189.74,86.5,979.67,233.9,180.03,389.56,94.49,149.51,481.6,56.72,175.92,472.51,147.93,389.9,225.53,1428.64,372.66,185.58,241.46,78.52,241.46,88.27,211.92,771.88,26.0,67.28,1296.98,100.06,195.96,179.88,272.47,388.4,242.35,261.25,256.93,854.55,511.58,138.41,377.04,214.17,184.5,119.41,424.13,392.98,292.71,124.38,279.18,172.51,91.89,151.26,142.31,116.39,239.93,89.72,441.08,68.61,100.71,73.11,75.98,323.2,267.68,204.29,183.83
2015-12-17,176.98,138.11,194.2,128.99,206.18,200.31,587.99,89.01,258.66,180.59,1037.57,459.96,74.15,292.81,105.96,213.24,500.56,309.75,67.69,,356.08,334.83,673.23,60.78,112.39,263.62,380.14,697.64,84.58,128.63,123.53,232.44,134.31,414.7,280.67,221.36,318.51,189.36,84.51,964.12,231.05,179.26,385.71,90.34,148.16,479.91,55.27,172.47,461.9,143.25,383.11,224.93,1418.86,367.85,183.21,235.22,74.2,240.87,86.54,209.41,758.79,23.82,66.0,1278.0,100.68,189.61,179.04,271.45,380.83,238.24,259.86,256.88,836.25,509.28,135.7,371.01,211.21,182.55,117.25,415.13,379.92,287.61,124.12,269.29,172.56,90.61,149.81,142.3,113.66,233.02,87.69,436.42,65.27,95.74,73.57,74.6,318.09,265.5,200.41,180.86
2015-12-18,173.51,140.86,191.71,125.6,203.43,193.97,571.63,88.33,246.69,174.03,1034.68,451.59,72.9,286.22,103.11,208.68,496.79,304.29,65.18,,349.57,329.1,670.99,59.9,111.6,262.64,375.39,682.28,82.38,125.69,119.15,234.23,133.16,409.11,279.78,220.45,309.48,187.18,82.62,944.81,227.38,175.59,378.66,90.62,148.03,476.63,54.52,166.12,461.2,140.59,373.84,221.71,1413.54,360.01,180.71,231.97,73.4,240.37,84.72,208.7,739.02,24.18,64.85,1259.18,98.14,186.06,177.8,269.29,370.16,237.53,256.99,252.61,817.03,498.72,133.36,366.54,207.37,179.77,113.46,411.22,381.45,286.45,123.5,264.62,169.51,89.36,144.49,139.4,111.68,230.4,84.28,428.91,64.7,94.04,72.74,73.49,312.95,260.61,194.95,178.68
2015-12-21,173.93,144.99,192.06,126.03,207.46,195.86,583.73,89.36,233.67,174.65,1069.43,455.12,73.47,284.84,103.43,209.81,500.4,310.5,64.96,,350.53,333.15,665.69,60.33,113.3,264.84,379.06,693.83,83.0,127.52,116.38,236.14,137.0,411.72,280.91,223.26,312.98,187.01,83.73,936.22,231.11,176.22,380.47,90.72,148.27,478.42,54.67,165.51,459.93,139.88,379.93,221.86,1422.84,368.52,180.7,230.41,74.31,239.6,86.36,211.16,747.74,24.45,65.45,1297.02,99.36,187.44,181.9,272.49,370.09,238.53,260.41,255.41,785.95,508.22,136.84,369.23,208.15,181.94,114.75,425.69,384.77,292.94,124.55,267.59,169.87,89.5,145.33,137.61,111.96,230.05,85.01,434.86,65.24,93.5,72.45,74.36,312.77,264.9,196.35,181.29
2015-12-22,164.8,145.11,193.66,127.2,207.53,199.23,586.23,92.56,231.43,176.48,1112.6,460.47,75.16,288.01,106.37,210.76,511.67,315.33,66.81,,358.5,337.19,668.93,61.0,113.42,269.15,381.95,691.48,83.85,127.1,119.16,235.43,139.23,413.37,280.21,225.14,316.47,189.26,85.31,934.31,233.04,177.53,384.99,95.65,147.35,476.93,54.81,167.82,463.03,143.4,381.23,222.47,1407.07,372.66,182.1,232.63,74.69,239.8,87.36,212.18,755.18,25.39,66.47,1286.87,100.08,192.24,185.57,273.2,375.1,242.43,260.35,258.15,749.75,511.8,139.27,375.22,211.09,185.09,116.31,432.1,391.73,290.97,124.05,266.88,169.79,90.18,146.32,138.8,113.7,235.7,85.77,438.82,67.78,94.81,73.39,75.05,316.01,265.81,198.02,185.73
2015-12-23,166.72,147.74,196.08,129.43,210.01,199.81,596.88,95.2,250.24,178.33,1153.22,469.84,77.0,292.78,107.89,213.34,507.61,322.16,67.82,,362.75,344.03,690.57,61.91,117.3,272.4,381.72,693.41,85.09,128.45,126.02,236.84,144.75,415.8,281.77,228.71,320.09,192.05,86.69,937.66,235.76,176.89,390.46,97.59,146.86,480.46,56.98,170.5,469.36,145.22,378.91,225.48,1409.92,377.28,184.23,238.27,75.21,240.89,87.67,215.91,767.0,29.36,66.83,1291.88,101.21,198.1,188.65,276.94,376.78,244.74,261.46,260.4,761.26,515.43,138.5,366.58,212.76,187.12,117.0,430.72,393.49,295.03,124.11,273.25,170.79,90.74,148.59,141.07,115.01,238.2,87.31,440.1,75.5,96.3,74.24,76.39,318.3,269.47,200.68,190.45
2015-12-24,167.87,148.21,195.1,128.95,208.48,202.48,592.16,94.94,248.89,177.28,1156.83,467.13,77.33,294.12,107.48,213.57,506.56,319.58,67.69,,363.9,344.27,679.09,61.91,117.23,272.32,384.34,692.98,85.53,129.89,125.03,235.47,144.6,415.53,282.37,229.84,319.86,191.76,86.53,933.47,234.91,176.92,389.83,96.84,144.74,482.45,56.32,169.58,467.78,144.75,384.82,225.71,1408.75,377.26,185.63,237.85,75.53,239.67,85.82,215.34,762.84,30.11,66.73,1296.53,101.54,199.29,190.8,275.29,375.89,242.76,261.49,260.49,755.06,515.86,138.18,360.13,213.8,187.06,116.34,433.34,394.98,294.81,123.4,272.47,171.62,90.12,148.14,140.85,114.38,237.5,87.14,441.57,74.5,95.71,74.29,76.19,318.91,268.58,200.26,189.21
2015-12-28,167.28,149.51,197.35,130.1,205.21,203.58,591.99,94.54,242.07,177.29,1118.28,469.53,77.17,293.82,107.12,212.48,513.17,316.23,67.42,,359.29,346.06,665.88,61.59,115.69,273.74,388.73,689.12,85.06,129.97,121.16,236.39,144.18,416.72,285.99,231.97,319.54,193.4,85.51,931.93,235.33,176.61,389.01,95.58,146.91,484.14,56.28,168.82,474.66,143.89,384.77,225.87,1398.52,375.58,184.62,234.3,75.49,241.52,85.64,216.87,766.39,26.85,66.38,1306.64,102.98,196.12,185.17,275.67,377.05,241.81,259.17,263.54,750.41,519.53,137.61,362.9,215.25,186.85,115.24,430.17,391.87,296.17,123.54,268.66,171.54,91.03,147.07,141.29,113.78,235.53,87.44,439.39,72.13,95.28,73.99,76.39,317.18,272.15,200.25,189.8
2015-12-29,169.28,153.11,199.42,132.11,207.4,206.93,592.07,95.26,245.54,178.77,1126.2,475.68,76.96,295.39,108.29,214.57,518.5,318.78,68.67,,361.13,349.65,675.74,61.07,117.86,274.91,395.94,699.69,85.9,130.72,122.44,238.49,147.41,419.86,287.6,234.47,321.92,194.29,86.26,951.01,236.41,176.72,390.83,96.14,146.55,490.26,56.62,171.43,477.04,145.98,390.52,227.63,1399.98,381.88,186.67,236.72,76.49,243.58,86.38,219.1,772.13,27.49,67.33,1304.23,104.26,197.49,187.53,279.47,380.9,243.72,262.05,266.94,747.2,522.57,138.34,366.18,218.81,187.09,115.79,435.37,396.68,297.56,124.76,271.68,172.93,91.72,148.58,141.43,114.38,237.37,89.38,442.9,73.12,96.55,74.91,76.47,319.43,275.57,202.6,189.62
2015-12-30,168.57,153.95,199.19,131.06,205.32,204.93,587.27,94.87,242.03,177.23,1114.04,470.04,76.18,295.08,107.98,212.55,513.22,313.24,68.29,,360.03,347.99,664.02,60.82,116.25,273.37,393.33,694.95,85.1,128.79,119.69,240.49,146.23,417.88,283.71,232.78,320.98,194.09,85.7,938.22,235.02,176.67,388.78,95.69,145.04,491.14,55.7,169.67,475.26,142.38,389.38,228.21,1398.8,380.79,186.06,235.1,77.39,242.17,85.24,218.26,766.6,26.8,67.01,1290.12,104.01,195.24,186.59,278.07,376.19,241.87,261.12,267.5,736.87,520.85,136.71,360.44,216.57,187.58,115.05,435.82,394.09,295.49,123.92,266.43,171.75,91.09,146.72,141.97,113.44,234.94,88.74,441.18,70.96,96.1,74.51,75.75,318.84,272.83,200.09,188.04
2015-12-31,165.66,150.82,196.92,129.47,204.4,202.78,580.95,94.17,243.36,174.78,1115.61,465.43,74.39,290.93,106.68,209.86,514.72,309.64,67.27,,363.65,346.84,655.93,60.25,115.33,268.36,388.59,683.97,84.14,128.7,119.58,237.36,144.78,411.86,281.64,233.85,318.91,192.05,84.46,930.59,233.01,174.54,386.27,94.24,146.26,488.23,55.07,168.33,465.94,142.86,386.0,225.32,1411.98,377.94,183.93,235.15,76.55,240.52,85.48,217.51,759.14,26.97,66.4,1282.41,103.12,191.68,185.64,275.97,375.14,240.22,257.43,263.06,728.3,510.83,135.69,355.86,213.12,187.98,113.96,427.94,389.74,293.67,122.34,263.76,171.52,90.19,145.41,139.47,112.7,236.53,87.82,437.68,73.82,95.26,74.11,75.07,315.3,270.1,197.62,185.76
2016-01-04,162.57,146.36,192.61,126.9,198.03,200.02,569.02,94.08,244.62,169.29,1084.0,464.03,74.01,290.07,104.58,201.38,504.29,305.53,65.07,,359.73,339.38,659.82,58.98,113.22,260.19,372.58,662.76,82.1,124.6,120.1,240.19,141.61,404.93,279.49,234.41,314.86,190.95,83.14,907.56,232.77,171.89,381.1,93.98,144.36,478.29,54.42,165.38,458.11,141.79,376.96,225.01,1398.22,367.4,181.73,231.28,74.55,237.85,87.27,213.68,744.31,26.1,65.47,1249.31,103.26,191.39,187.18,274.74,368.33,237.72,253.27,261.11,681.3,504.78,132.44,352.26,208.36,186.57,112.4,418.38,383.93,291.49,120.23,261.58,168.96,88.71,140.87,138.98,115.24,232.83,85.16,433.61,74.86,95.53,73.12,74.06,309.81,264.88,192.96,189.91
2016-01-05,157.43,144.56,192.09,127.52,197.92,202.48,570.53,94.16,244.94,168.54,1071.7,474.27,74.17,293.05,105.15,202.46,508.08,304.79,64.64,,354.97,339.57,662.31,58.96,108.28,261.52,376.95,659.96,80.63,125.63,121.55,240.54,139.71,402.54,282.93,237.59,320.09,191.93,82.82,881.28,233.97,175.9,378.93,93.01,143.58,489.08,54.09,165.07,455.91,140.68,380.19,227.29,1410.95,368.06,180.07,232.85,75.11,243.07,87.57,218.54,747.78,26.77,65.46,1231.42,105.0,187.79,187.91,278.24,360.33,239.6,256.57,265.45,682.19,513.93,133.34,356.88,211.38,190.95,112.9,407.59,384.99,290.28,121.42,256.25,171.99,89.02,141.46,139.34,121.37,233.26,85.2,434.13,76.31,94.94,73.78,74.3,311.47,271.81,193.86,188.49
2016-01-06,154.4,142.9,185.98,125.08,193.67,198.27,554.51,94.67,227.79,165.29,1029.18,473.49,74.93,293.52,103.9,200.76,507.14,294.24,63.05,,354.83,330.2,630.77,57.73,109.46,255.44,372.1,636.45,78.12,124.39,115.81,242.86,135.75,403.48,284.85,235.8,314.85,192.84,80.91,869.96,229.86,175.8,373.9,91.49,139.9,483.19,53.36,162.69,447.91,134.82,379.37,226.28,1403.51,365.56,175.77,234.01,75.02,244.34,84.13,216.09,736.75,24.9,65.12,1253.27,100.58,185.67,186.73,275.99,355.79,235.49,252.87,264.88,647.5,500.71,124.75,351.07,213.28,191.01,113.57,400.57,381.13,287.94,120.35,250.02,171.35,90.18,139.29,138.57,121.71,231.71,83.81,431.14,69.86,91.11,73.5,74.13,309.34,269.85,192.42,188.09
2016-01-07,146.65,137.21,179.81,122.4,188.98,193.21,538.99,91.56,219.16,160.9,966.18,461.53,72.99,291.26,101.94,198.16,494.76,285.58,60.41,,348.64,326.81,604.89,55.14,107.68,248.66,358.87,621.26,77.15,121.81,112.32,243.22,127.5,394.46,279.29,228.29,309.66,193.52,80.38,847.8,225.85,172.45,367.8,88.12,133.95,482.42,52.27,158.15,425.27,130.33,374.16,227.0,1398.61,358.46,171.81,236.54,72.69,239.51,84.24,215.66,724.01,22.53,64.09,1188.56,97.91,182.4,184.28,270.84,345.37,229.93,251.37,261.14,631.99,487.53,121.77,340.81,209.5,187.0,112.07,409.55,374.99,279.4,116.45,248.73,167.66,89.23,136.91,137.42,120.27,222.72,79.98,421.26,64.63,91.15,72.72,73.74,306.63,261.58,187.42,185.16
2016-01-08,144.04,136.4,176.13,118.78,184.48,190.98,540.24,90.39,221.41,159.06,962.71,453.27,74.51,290.12,100.72,195.43,499.59,281.6,59.56,,357.31,319.72,599.35,53.62,107.3,246.98,353.28,612.38,77.06,120.65,109.63,244.0,123.85,389.64,279.07,226.3,305.31,192.14,79.56,827.41,226.4,170.81,362.83,87.15,131.2,474.0,51.9,153.68,408.92,128.89,372.33,228.39,1398.54,358.9,169.17,230.46,71.87,238.55,81.54,212.09,714.42,21.63,63.47,1123.68,97.3,178.8,182.46,270.53,337.02,227.68,248.85,258.4,629.85,481.56,119.8,335.34,206.49,186.08,111.04,407.37,373.76,274.36,114.86,242.62,163.02,88.88,135.23,137.72,121.27,228.59,78.66,413.16,65.65,86.67,72.27,73.67,303.73,256.88,183.49,183.08
2016-01-11,143.6,139.44,175.45,119.13,183.56,192.5,542.08,90.73,217.52,159.64,945.11,453.21,75.79,291.95,102.35,193.52,468.53,284.68,59.8,,359.21,320.06,574.05,52.35,104.62,245.56,349.63,617.58,77.55,119.39,104.63,248.22,125.06,387.0,280.84,231.43,306.56,194.02,79.17,828.87,229.49,173.39,363.22,84.09,130.69,478.64,52.31,151.39,399.04,129.36,378.61,229.37,1387.84,361.1,166.15,235.63,72.46,244.08,83.89,213.85,722.37,17.1,64.2,1126.45,98.99,179.06,184.68,273.46,336.11,227.33,249.57,259.22,632.43,454.18,120.48,339.86,207.98,182.63,110.99,406.76,380.57,272.66,113.69,240.17,162.9,89.62,135.68,139.83,124.88,227.95,78.86,420.39,61.87,87.84,73.03,73.97,301.12,261.03,183.31,182.12
2016-01-12,141.67,139.23,178.13,119.87,185.61,194.17,553.79,90.54,213.17,163.73,951.05,454.09,76.08,293.68,102.93,195.45,477.0,285.3,60.61,,360.69,321.21,588.49,52.97,105.45,251.64,348.1,635.59,78.01,119.48,103.01,247.66,127.25,390.17,280.69,224.05,305.66,191.37,79.64,837.01,228.83,175.73,365.81,84.49,133.73,480.65,50.79,153.16,406.15,130.18,384.16,228.79,1407.86,365.98,166.71,240.42,73.71,243.76,83.42,212.21,727.53,16.24,64.14,1140.36,99.23,179.7,189.22,273.58,340.92,229.44,249.47,260.56,623.89,456.78,121.3,341.47,209.4,189.03,110.99,409.75,383.47,278.18,112.13,246.85,161.76,90.57,138.65,140.49,124.08,231.88,80.1,424.22,59.21,87.91,72.39,75.49,303.31,259.17,184.26,184.21
2016-01-13,140.98,132.04,174.22,116.52,178.91,188.17,540.44,88.46,212.7,159.18,883.36,442.36,74.33,293.94,101.75,194.18,454.61,275.56,57.15,,348.05,308.22,563.38,51.53,103.3,247.15,334.43,604.47,76.21,117.35,100.17,246.35,115.25,383.61,280.0,217.33,300.11,192.21,77.83,804.43,228.72,170.23,356.59,83.4,127.35,476.04,49.82,146.53,386.79,122.37,372.23,227.62,1357.29,356.74,162.84,235.67,72.59,240.71,80.69,208.91,710.11,14.91,63.37,1082.33,97.13,177.9,182.55,267.47,335.24,225.36,243.33,258.66,660.94,448.26,117.33,334.79,203.02,186.44,108.72,399.84,376.57,276.22,109.26,236.44,159.99,88.75,132.84,140.43,125.35,224.52,77.99,412.88,57.2,86.32,72.3,75.11,299.35,254.23,177.55,180.05
2016-01-14,145.35,130.19,178.65,117.68,181.44,188.6,545.54,90.78,225.87,161.8,872.76,445.4,76.69,297.75,103.15,200.26,462.56,283.73,58.15,,361.44,311.95,576.62,52.23,107.37,246.16,350.25,618.17,76.87,121.82,106.27,248.1,112.18,387.83,280.4,221.8,302.47,195.16,80.33,820.59,232.9,170.85,363.69,84.76,126.02,471.48,52.18,147.89,391.36,128.13,371.28,229.8,1347.55,362.02,165.14,239.44,74.23,242.5,81.27,208.05,716.95,16.78,64.14,1095.79,96.27,178.92,179.81,271.44,339.65,229.24,249.27,262.16,698.52,468.05,122.68,333.33,207.52,189.55,109.93,409.86,380.79,279.99,108.73,238.13,161.46,89.63,135.81,140.93,127.03,230.15,78.81,416.6,59.98,85.99,73.61,75.42,304.65,255.94,180.92,183.75
2016-01-15,140.09,123.21,172.97,117.74,178.72,182.56,542.57,90.2,226.91,155.32,838.29,425.96,74.84,294.44,102.5,195.98,461.48,276.39,55.74,,358.05,306.75,568.76,49.94,105.57,248.73,342.66,598.93,76.08,122.6,101.14,242.07,105.92,381.49,279.28,205.76,297.77,193.26,77.85,803.82,230.69,169.44,355.9,82.32,124.3,468.64,50.74,145.08,387.29,125.07,366.94,229.08,1303.8,354.3,165.28,239.13,72.33,242.12,80.92,207.41,697.56,17.31,62.58,1094.25,96.63,173.77,179.65,268.19,332.59,226.12,247.42,257.8,733.21,464.89,115.81,327.94,200.41,186.18,108.42,398.94,376.16,268.09,107.58,241.05,160.82,87.65,132.82,139.66,124.8,225.64,76.25,409.46,56.23,85.54,71.49,74.3,300.13,256.35,176.74,179.68
2016-01-19,134.91,119.98,170.76,117.57,175.63,181.72,537.38,89.32,218.6,152.77,829.89,437.17,76.49,301.74,102.15,196.09,465.54,274.61,55.25,,354.44,307.58,558.78,49.08,104.11,244.44,340.66,580.89,75.69,122.8,93.51,238.34,104.14,386.62,281.85,202.92,297.14,196.04,76.94,809.15,234.34,170.26,356.08,80.95,122.23,471.51,50.79,142.58,382.28,125.32,377.46,234.98,1338.99,359.0,163.95,241.18,73.91,245.77,80.07,210.79,693.69,15.82,61.71,1065.63,97.24,173.01,180.41,274.58,333.25,226.24,246.7,258.67,719.34,466.13,115.02,332.19,199.42,182.73,110.06,401.37,381.13,275.77,108.38,230.87,162.3,89.82,133.07,141.52,120.73,224.13,76.59,409.52,53.59,86.94,72.37,71.88,301.45,259.93,176.31,177.44
2016-01-20,134.32,122.01,169.25,118.34,174.72,176.11,548.57,89.56,207.87,152.06,830.35,429.29,73.35,292.98,100.47,193.95,468.63,272.06,54.21,,342.18,305.74,541.15,48.66,101.56,243.17,341.35,578.2,76.18,123.65,89.36,229.73,103.12,388.17,275.2,196.94,289.36,192.17,77.16,795.56,230.91,166.61,355.95,80.2,121.79,456.51,48.56,139.27,379.58,123.45,363.4,229.52,1328.3,354.61,161.23,241.21,72.23,240.75,81.25,202.62,682.42,16.27,58.67,1069.62,92.84,170.79,178.56,270.93,327.02,222.85,246.11,254.81,717.47,460.42,118.82,335.11,201.23,180.56,107.68,395.06,377.76,275.21,103.59,227.75,156.9,88.8,132.4,138.59,120.41,223.53,74.5,404.32,48.68,87.31,70.7,70.81,295.23,255.33,175.73,177.76
2016-01-21,132.99,126.42,168.59,118.8,175.35,176.33,548.65,90.42,216.08,152.28,844.29,435.71,73.54,290.53,100.56,195.34,469.9,269.07,54.02,,356.31,302.36,553.44,49.72,103.12,243.55,330.8,578.32,75.57,123.1,95.14,229.19,99.64,386.62,276.17,194.0,290.74,191.75,78.96,801.39,235.54,165.31,351.66,81.22,124.21,455.31,49.28,138.43,389.47,123.13,356.43,229.01,1350.3,349.71,160.42,242.21,71.66,244.22,83.94,201.79,691.99,17.26,59.2,1156.4,94.71,173.94,177.7,276.0,324.09,223.89,245.43,257.26,711.37,459.89,116.31,345.11,201.43,179.65,108.32,393.65,378.18,278.83,103.49,231.99,159.67,89.18,131.67,137.76,119.37,227.19,75.91,408.52,54.47,90.31,71.55,70.56,295.88,262.97,174.01,180.68
2016-01-22,133.61,126.85,176.76,119.54,181.82,179.12,556.28,91.87,226.69,155.64,881.3,451.64,75.8,296.53,102.49,198.95,474.61,275.95,53.57,,365.42,314.45,580.74,51.4,105.84,251.72,337.7,593.43,66.3,126.41,97.07,235.45,98.44,388.53,284.55,208.12,298.7,194.38,81.52,830.07,239.31,167.14,360.15,83.22,125.11,461.98,51.64,139.86,398.67,123.8,369.49,232.73,1382.32,358.95,162.44,242.94,74.56,251.0,83.71,205.43,704.85,15.52,58.95,1159.01,98.48,177.29,180.8,277.3,327.01,227.47,246.64,260.21,696.09,469.87,117.69,347.1,205.42,180.87,109.51,403.96,382.91,280.12,105.96,242.67,163.79,90.72,135.13,140.2,121.39,237.54,76.88,417.76,57.88,90.68,73.25,72.05,298.53,268.77,169.55,181.25
2016-01-25,131.84,124.89,174.29,118.8,176.46,172.43,539.6,90.16,203.25,151.84,825.49,439.53,74.67,297.17,99.18,200.32,470.06,266.64,52.13,,359.77,309.86,561.5,51.4,104.43,251.45,330.42,588.13,66.39,121.14,88.8,238.36,94.81,382.62,281.78,206.86,293.63,193.41,79.39,804.7,237.17,167.83,351.82,78.52,125.71,465.92,51.42,132.89,391.88,121.21,359.8,232.13,1357.45,357.08,158.97,242.95,74.3,249.61,78.31,205.09,696.86,15.44,58.55,1103.64,98.29,174.26,180.83,278.97,327.23,224.42,244.43,250.58,681.13,467.67,116.38,346.71,201.17,180.67,107.14,395.26,376.49,273.19,104.95,231.2,161.56,89.54,131.17,140.1,120.84,231.87,76.66,410.65,51.37,88.49,72.36,71.32,297.39,265.29,165.46,175.77
2016-01-26,138.04,126.73,177.43,122.97,180.05,177.74,553.8,94.2,219.06,153.99,862.72,443.92,75.28,300.05,99.65,201.63,484.83,271.55,52.6,,371.5,317.68,574.26,51.29,106.73,250.54,327.41,600.07,66.39,127.23,91.78,247.05,96.68,388.79,284.05,213.63,297.73,193.31,81.25,820.07,240.81,169.44,361.29,80.8,129.83,474.77,52.94,137.78,419.3,122.75,356.78,232.73,1377.64,353.75,161.31,243.6,75.09,256.84,86.04,209.94,699.03,16.53,58.9,1125.01,99.04,181.95,184.39,280.99,336.1,230.19,246.15,254.44,688.72,475.1,117.59,348.41,202.21,184.87,108.75,399.93,376.58,283.15,107.17,236.0,166.01,89.68,134.13,141.89,118.2,242.57,79.52,404.78,55.63,91.16,72.52,73.03,311.86,271.2,170.91,178.04
